State Name,PC NAME,CANDIDATES NAME,SEX,AGE,CATEGORY,PARTY NAME,PARTY SYMBOL,GENERAL,POSTAL,TOTAL
Andhra Pradesh,Aruku,KISHORE CHANDRA DEO,MALE,72,ST,TDP,Bicycle,336163,1938,338101
Andhra Pradesh,Aruku,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,MALE,54,ST,BJP,Lotus,17578,289,17867
Andhra Pradesh,Aruku,GODDETI. MADHAVI,FEMALE,26,ST,YSRCP,Ceiling Fan,557561,4629,562190
Andhra Pradesh,Aruku,SHRUTI DEVI VYRICHERLA,FEMALE,46,ST,INC,Hand,17656,74,17730
Andhra Pradesh,Aruku,GANGULAIAH VAMPURU.,MALE,49,ST,JnP,Glass Tumbler,42245,549,42794
Andhra Pradesh,Aruku,SWAMULA. SUBRAHMANYAM,MALE,50,ST,JAJGP,Mike,4705,5,4710
Andhra Pradesh,Aruku,ANUMULA VAMSIKRISHNA,MALE,41,ST,IND,Helicopter,10211,29,10240
Andhra Pradesh,Aruku,KANGALA BALUDORA,MALE,61,ST,IND,Cup & Saucer,13810,16,13826
Andhra Pradesh,Aruku,NARAVA SATYAVATHI,FEMALE,37,ST,IND,Bangles,11231,5,11236
Andhra Pradesh,Aruku,BIDDIKA RAMAYYA.,MALE,57,ST,IND,Battery Torch,7863,4,7867
Andhra Pradesh,Aruku,NOTA,,,,NOTA,,47955,22,47977
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32,GENERAL,TDP,Bicycle,529213,5331,534544
Andhra Pradesh,Srikakulam,DOLA JAGAN,MALE,53,GENERAL,INC,Hand,13456,289,13745
Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,MALE,52,GENERAL,YSRCP,Ceiling Fan,520931,6960,527891
Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,MALE,58,GENERAL,BJP,Lotus,7357,1033,8390
Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,MALE,37,GENERAL,PPOI,FLUTE,1441,7,1448
Andhra Pradesh,Srikakulam,METTA RAMARAO,MALE,53,GENERAL,JnP,Glass Tumbler,31319,637,31956
Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,MALE,44,GENERAL,IND,Electric Pole,4829,7,4836
Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,MALE,35,GENERAL,IND,Helicopter,5151,5,5156
Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,MALE,33,GENERAL,IND,Football,3814,4,3818
Andhra Pradesh,Srikakulam,NOTA,,,,NOTA,,25500,45,25545
Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,MALE,67,GENERAL,TDP,Bicycle,527307,3075,530382
Andhra Pradesh,Vizianagaram,Adiraju Yedla,MALE,52,GENERAL,INC,Hand,15607,118,15725
Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,MALE,57,GENERAL,YSRCP,Ceiling Fan,573466,4952,578418
Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,MALE,60,GENERAL,BJP,Lotus,6902,364,7266
Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,MALE,55,GENERAL,SAPRP,Electric Pole,4981,2,4983
Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,MALE,28,GENERAL,ACP,Tooth Brush,1261,2,1263
Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,MALE,39,GENERAL,JnP,Glass Tumbler,33779,413,34192
Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,MALE,39,GENERAL,JAJGP,Mike,787,4,791
Andhra Pradesh,Vizianagaram,Surya Bhavani. K,FEMALE,38,GENERAL,PPOI,FLUTE,822,8,830
Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,MALE,37,SC,IND,Gas Cylinder,1010,0,1010
Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,MALE,29,GENERAL,IND,Matchbox,1172,4,1176
Andhra Pradesh,Vizianagaram,Pentapati Rajesh,MALE,39,GENERAL,IND,Battery Torch,1461,1,1462
Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,MALE,47,GENERAL,IND,Coat,4550,3,4553
Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,MALE,52,GENERAL,IND,Sitar,6336,2,6338
Andhra Pradesh,Vizianagaram,NOTA,,,,NOTA,,29468,33,29501
Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,FEMALE,58,GENERAL,BJP,Lotus,33430,462,33892
Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,FEMALE,48,GENERAL,INC,Hand,14550,83,14633
Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,MALE,29,GENERAL,TDP,Bicycle,431093,1399,432492
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,MALE,52,GENERAL,YSRCP,Ceiling Fan,433968,2938,436906
Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,MALE,46,SC,VCK,Stool,3027,1,3028
Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,MALE,30,GENERAL,PPOI,FLUTE,1622,5,1627
Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,MALE,53,GENERAL,JnP,Glass Tumbler,287072,1802,288874
Andhra Pradesh,Visakhapatnam,ANMISH VARMA,MALE,26,GENERAL,IND,Bat,1904,11,1915
Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,FEMALE,44,GENERAL,IND,DIAMOND,1384,0,1384
Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,FEMALE,48,GENERAL,IND,Mike,1155,3,1158
Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,MALE,76,GENERAL,IND,COCONUT FARM,1127,1,1128
Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,MALE,70,GENERAL,IND,Ganna Kisan,1311,2,1313
Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,MALE,51,GENERAL,IND,Letter Box,2463,1,2464
Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,MALE,40,GENERAL,IND,Gas Cylinder,2294,0,2294
Andhra Pradesh,Visakhapatnam,NOTA,,,,NOTA,,16626,20,16646
Andhra Pradesh,Anakapalli,ADARI ANAND KUMAR,MALE,43,GENERAL,TDP,Bicycle,495381,1653,497034
Andhra Pradesh,Anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),MALE,65,GENERAL,BJP,Lotus,12888,388,13276
Andhra Pradesh,Anakapalli,Dr.Beesetti Venkata Satyavathi,FEMALE,52,GENERAL,YSRCP,Ceiling Fan,583210,3016,586226
Andhra Pradesh,Anakapalli,Ruthala Srirama Murthy,MALE,49,GENERAL,INC,Hand,10072,49,10121
Andhra Pradesh,Anakapalli,P.S.AJAY KUMAR,MALE,57,GENERAL,CPI(ML)(L),Flag with Three Stars,2708,8,2716
Andhra Pradesh,Anakapalli,K B SWAROOP,MALE,51,GENERAL,JAJGP,Mike,1615,6,1621
Andhra Pradesh,Anakapalli,Chintala Partha Sarathi,MALE,56,GENERAL,JnP,Glass Tumbler,82126,462,82588
Andhra Pradesh,Anakapalli,Taadi Veera Jagadeeshwari,FEMALE,65,GENERAL,PPOI,FLUTE,1801,2,1803
Andhra Pradesh,Anakapalli,Vadlamuri Krishna Swaroop,MALE,46,SC,DABAP,Cup & Saucer,4443,1,4444
Andhra Pradesh,Anakapalli,Appala Naidu Tummagunta,MALE,37,GENERAL,IND,Laptop,3760,5,3765
Andhra Pradesh,Anakapalli,NOTA,,,,NOTA,,34877,20,34897
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,MALE,49,GENERAL,TDP,Bicycle,508361,3531,511892
Andhra Pradesh,Kakinada,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),MALE,66,GENERAL,INC,Hand,8601,39,8640
Andhra Pradesh,Kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),MALE,46,GENERAL,BJP,Lotus,9456,140,9596
Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,FEMALE,55,GENERAL,YSRCP,Ceiling Fan,534655,2975,537630
Andhra Pradesh,Kakinada,APPALAKONDA VANGALAPUDI,MALE,28,SC,MPP,Telephone,2997,0,2997
Andhra Pradesh,Kakinada,B. GEETHA,FEMALE,34,GENERAL,PRSHP,Helicopter,1687,1,1688
Andhra Pradesh,Kakinada,GODUGU SATYANARAYANA,MALE,40,SC,CPI(ML)(L),Flag with Three Stars,1723,1,1724
Andhra Pradesh,Kakinada,JYOTHULA VENKATESWARA RAO,MALE,62,GENERAL,JnP,Glass Tumbler,132124,524,132648
Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,MALE,49,SC,AINPP,Boat with Man and Sail,980,0,980
Andhra Pradesh,Kakinada,PEDDIMSETTI. VENKATESWARARAO,MALE,46,GENERAL,JAJGP,Mike,812,3,815
Andhra Pradesh,Kakinada,VASAMSETTY VENKATARAMANA,MALE,56,GENERAL,AIFB,Lion,1012,2,1014
Andhra Pradesh,Kakinada,SATHI VEERALAKSHMI,FEMALE,38,GENERAL,PPOI,FLUTE,1117,2,1119
Andhra Pradesh,Kakinada,ANKADI SATHIBABU,MALE,45,GENERAL,IND,Basket containing Fruits,1381,0,1381
Andhra Pradesh,Kakinada,KAKILETI RAVINDRA,MALE,41,SC,IND,Electric Pole,3325,2,3327
Andhra Pradesh,Kakinada,MEDISETTI VIJAYA KUMAR,MALE,53,GENERAL,IND,COCONUT FARM,2051,0,2051
Andhra Pradesh,Kakinada,NOTA,,,,NOTA,,17117,36,17153
Andhra Pradesh,Amalapuram,AYYAJI VEMA MANEPALLI,MALE,58,SC,BJP,Lotus,11376,158,11534
Andhra Pradesh,Amalapuram,GANTI HARISH MADHUR (BALAYOGI),MALE,28,SC,TDP,Bicycle,443590,2573,446163
Andhra Pradesh,Amalapuram,CHINTA ANURADHA,FEMALE,46,SC,YSRCP,Ceiling Fan,482003,3955,485958
Andhra Pradesh,Amalapuram,JANGA GOUTHAM,MALE,49,SC,INC,Hand,7849,38,7887
Andhra Pradesh,Amalapuram,CHELLE RAJANI,MALE,30,SC,JAJGP,Mike,1231,0,1231
Andhra Pradesh,Amalapuram,PANTHAGADA VIJAYA CHAKRAVARTHY,MALE,65,SC,RPI(KH),Gas Cylinder,1804,0,1804
Andhra Pradesh,Amalapuram,MURALIKRISHNA KANDERI,MALE,41,SC,IPBP,Trumpet,1803,1,1804
Andhra Pradesh,Amalapuram,MORTHA SIVA RAMA KRISHNA,MALE,29,SC,PPOI,FLUTE,1950,4,1954
Andhra Pradesh,Amalapuram,D M R SEKHAR,MALE,59,SC,JnP,Glass Tumbler,253740,1577,255317
Andhra Pradesh,Amalapuram,REVU SUDHAKAR,MALE,34,SC,IND,Gas Stove,2774,1,2775
Andhra Pradesh,Amalapuram,NOTA,,,,NOTA,,16427,41,16468
Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,MALE,55,GENERAL,INC,Hand,12678,47,12725
Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,MALE,47,GENERAL,BJP,Lotus,12165,169,12334
Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,FEMALE,45,GENERAL,TDP,Bicycle,459100,1290,460390
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,MALE,36,GENERAL,YSRCP,Ceiling Fan,578471,3553,582024
Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,MALE,55,GENERAL,JnP,Glass Tumbler,155164,643,155807
Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,MALE,60,GENERAL,APoI,Coat,1752,5,1757
Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,MALE,59,GENERAL,JAJGP,Mike,1034,1,1035
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,MALE,50,GENERAL,RPC(S),Ring,994,2,996
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,MALE,50,GENERAL,PPOI,FLUTE,1156,5,1161
Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,MALE,33,SC,IND,Air Conditioner,1242,0,1242
Andhra Pradesh,Rajahmundry,KOLLAPU VENU,MALE,41,SC,IND,Electric Pole,2868,1,2869
Andhra Pradesh,Rajahmundry,NOTA,,,,NOTA,,18064,23,18087
Andhra Pradesh,Narsapuram,KANUMURU BAPIRAJU,MALE,71,GENERAL,INC,Hand,13809,132,13941
Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57,GENERAL,YSRCP,Ceiling Fan,444376,4858,449234
Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,MALE,59,GENERAL,BJP,Lotus,12154,260,12414
Andhra Pradesh,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),MALE,48,GENERAL,TDP,Bicycle,414547,2011,416558
Andhra Pradesh,Narsapuram,YELLA VENU GOPAL RAO,MALE,63,GENERAL,NVSP,Gas Cylinder,4284,2,4286
Andhra Pradesh,Narsapuram,GANJI PURNIMA,FEMALE,36,GENERAL,RPI(A),Apple,867,2,869
Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,MALE,52,GENERAL,MCPI,COMPUTER,583,0,583
Andhra Pradesh,Narsapuram,G S RAJU,MALE,51,GENERAL,SP,Tractor Chalata Kisan,3468,3,3471
Andhra Pradesh,Narsapuram,DASARI KRISHNA MURTHY,MALE,32,GENERAL,IPBP,Trumpet,1603,0,1603
Andhra Pradesh,Narsapuram,NALLAM SURYA CHANDRA RAO,MALE,59,GENERAL,PPOI,FLUTE,2201,9,2210
Andhra Pradesh,Narsapuram,NAGABABU KONIDELA,MALE,58,GENERAL,JnP,Glass Tumbler,249188,1614,250802
Andhra Pradesh,Narsapuram,K.A.PAUL,MALE,55,GENERAL,PRSHP,Helicopter,3027,19,3046
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,MALE,48,SC,IND,T.V. Remote,1275,0,1275
Andhra Pradesh,Narsapuram,NALLI RAJESH,MALE,36,SC,IND,Electric Pole,2651,2,2653
Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,MALE,44,GENERAL,IND,Road Roller,2681,3,2684
Andhra Pradesh,Narsapuram,NOTA,,,,NOTA,,12074,35,12109
Andhra Pradesh,Eluru,KOTAGIRI SRIDHAR,MALE,46,GENERAL,YSRCP,Ceiling Fan,672834,3975,676809
Andhra Pradesh,Eluru,CHINNAM RAMA KOTAYYA,MALE,58,GENERAL,BJP,Lotus,8317,95,8412
Andhra Pradesh,Eluru,JETTI GURUNADHA RAO,MALE,55,GENERAL,INC,Hand,20284,94,20378
Andhra Pradesh,Eluru,MAGANTTI VENKATESWARA RAO BABU,MALE,59,GENERAL,TDP,Bicycle,509549,1335,510884
Andhra Pradesh,Eluru,CHINA VENKATA SURYANARAYANA JOSYULA,MALE,62,GENERAL,PPOI,FLUTE,2932,3,2935
Andhra Pradesh,Eluru,PENTAPATI PULLARAO,MALE,71,GENERAL,JnP,Glass Tumbler,76481,346,76827
Andhra Pradesh,Eluru,MATHE. BOBBY,MALE,29,SC,RPI(A),Sewing Machine,1871,8,1879
Andhra Pradesh,Eluru,V. SIVA RAMA KRISHNA,MALE,55,GENERAL,JAJGP,Mike,1261,0,1261
Andhra Pradesh,Eluru,ALAGA. RAVI KUMAR,MALE,49,SC,IND,Apple,1648,0,1648
Andhra Pradesh,Eluru,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),MALE,46,SC,IND,Helmet,3010,0,3010
Andhra Pradesh,Eluru,NOTA,,,,NOTA,,23861,19,23880
Andhra Pradesh,Machilipatnam,KONAKALLA NARAYANA RAO,MALE,68,GENERAL,TDP,Bicycle,509887,2725,512612
Andhra Pradesh,Machilipatnam,GUDIVAKA RAMANJANEYULU (ANJI BABU),MALE,35,GENERAL,BJP,Lotus,6374,107,6481
Andhra Pradesh,Machilipatnam,GOLLU KRISHNA,MALE,55,GENERAL,INC,Hand,12233,77,12310
Andhra Pradesh,Machilipatnam,BALASHOWRY VALLABHANENI,MALE,50,GENERAL,YSRCP,Ceiling Fan,567592,5258,572850
Andhra Pradesh,Machilipatnam,PERAM SIVA NAGESWARA RAO,MALE,51,GENERAL,RPI(A),Gas Stove,3625,2,3627
Andhra Pradesh,Machilipatnam,BANDREDDI RAMAKRISHNA,MALE,44,GENERAL,JnP,Glass Tumbler,112566,876,113442
Andhra Pradesh,Machilipatnam,YARLAGADDA RAMA MOHANA RAO,MALE,56,GENERAL,BAHUMP,Whistle,1016,1,1017
Andhra Pradesh,Machilipatnam,VALLURU VENKATESWARA RAO,MALE,66,GENERAL,PPOI,FLUTE,824,2,826
Andhra Pradesh,Machilipatnam,GANDHI DHANEKULA,MALE,70,GENERAL,IND,Almirah,846,0,846
Andhra Pradesh,Machilipatnam,NADAKUDITI NAGA GAYATHRI,FEMALE,38,GENERAL,IND,Ganna Kisan,772,2,774
Andhra Pradesh,Machilipatnam,G. V. N. BASAVA RAO,MALE,26,GENERAL,IND,Bat,894,1,895
Andhra Pradesh,Machilipatnam,VIJAYA LAKSHMI CHALAPAKA,FEMALE,39,GENERAL,IND,Tractor Chalata Kisan,4776,13,4789
Andhra Pradesh,Machilipatnam,NOTA,,,,NOTA,,14067,34,14101
Andhra Pradesh,Vijayawada,KILARU DILEEP,MALE,48,GENERAL,BJP,Lotus,18411,93,18504
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,53,GENERAL,TDP,Bicycle,573929,1569,575498
Andhra Pradesh,Vijayawada,NARAHARISETTY. NARASIMHARAO.,MALE,58,GENERAL,INC,Hand,16204,57,16261
Andhra Pradesh,Vijayawada,POTLURI.V.PRASAD ( P V P ),MALE,48,GENERAL,YSRCP,Ceiling Fan,564174,2598,566772
Andhra Pradesh,Vijayawada,ANDUKURI VIJAYA BHASKAR,MALE,49,SC,IPBP,Trumpet,2457,0,2457
Andhra Pradesh,Vijayawada,DATLA LURDU MARY,FEMALE,43,SC,MPP,Telephone,433,1,434
Andhra Pradesh,Vijayawada,PADALA SIVA PRASAD,MALE,62,GENERAL,NRCP,Scissors,480,0,480
Andhra Pradesh,Vijayawada,Muttamsetty Prasad babu,MALE,66,GENERAL,JnP,Glass Tumbler,81416,234,81650
Andhra Pradesh,Vijayawada,SEKHAR,MALE,31,GENERAL,PPOI,FLUTE,683,2,685
Andhra Pradesh,Vijayawada,Sk. Riyaz,MALE,31,GENERAL,IUML,Ladder,412,0,412
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,MALE,39,GENERAL,IND,Chappals,1049,0,1049
Andhra Pradesh,Vijayawada,DHANEKULA GANDHI,MALE,70,GENERAL,IND,Whistle,687,1,688
Andhra Pradesh,Vijayawada,NANDINI NALLAGHATLA,FEMALE,43,GENERAL,IND,Bat,951,2,953
Andhra Pradesh,Vijayawada,BOLISETTY HARI BABU,MALE,60,GENERAL,IND,Helicopter,1739,0,1739
Andhra Pradesh,Vijayawada,MOHAMMAD ISHAQ,MALE,47,GENERAL,IND,Battery Torch,1218,0,1218
Andhra Pradesh,Vijayawada,NOTA,,,,NOTA,,8889,22,8911
Andhra Pradesh,Guntur,Jayadev Galla,MALE,53,GENERAL,TDP,Bicycle,586292,1626,587918
Andhra Pradesh,Guntur,Jayaprakash Narayana Valluru,MALE,44,GENERAL,BJP,Lotus,11667,174,11841
Andhra Pradesh,Guntur,Modugula Venugopala Reddy,MALE,52,GENERAL,YSRCP,Ceiling Fan,580840,2873,583713
Andhra Pradesh,Guntur,Shaik Mastanvali,MALE,53,GENERAL,INC,Hand,14124,81,14205
Andhra Pradesh,Guntur,Araveti Hazarath Rao,MALE,68,GENERAL,PPOI,FLUTE,808,2,810
Andhra Pradesh,Guntur,Ullagi David Jayakumar (Dr. D J Kumar),MALE,61,GENERAL,HMRD,Gift Pack,447,0,447
Andhra Pradesh,Guntur,Jeldi Raja Mohan,MALE,61,SC,AINPP,Boat with Man and Sail,437,0,437
Andhra Pradesh,Guntur,Nagaraju Ekula,MALE,42,SC,RPI(A),Laptop,920,0,920
Andhra Pradesh,Guntur,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),MALE,50,GENERAL,JnP,Glass Tumbler,128746,459,129205
Andhra Pradesh,Guntur,Mannava Hariprasad,MALE,55,GENERAL,CPIM,Tractor Chalata Kisan,3212,4,3216
Andhra Pradesh,Guntur,Ramarao Simhadri,MALE,41,GENERAL,PRSHP,Helicopter,1744,2,1746
Andhra Pradesh,Guntur,N. J. Vidyasagar,MALE,51,SC,VCK,Stool,639,2,641
Andhra Pradesh,Guntur,Sarabandi Raju Sikhinam,MALE,35,SC,ILP(AP),BUCKET,1015,2,1017
Andhra Pradesh,Guntur,Shaik Jaleel,MALE,43,GENERAL,NRCP,Scissors,560,3,563
Andhra Pradesh,Guntur,Samudrala Chinna Kotaiah,MALE,41,SC,NDDHP,Battery Torch,628,0,628
Andhra Pradesh,Guntur,Umar Basha Shaik,MALE,29,GENERAL,IND,Almirah,2676,0,2676
Andhra Pradesh,Guntur,Dasari Kiran Babu,MALE,37,SC,IND,Whistle,2907,2,2909
Andhra Pradesh,Guntur,Doppalapudi Veera Das,MALE,60,SC,IND,Gas Cylinder,629,0,629
Andhra Pradesh,Guntur,Y. V. Suresh,MALE,50,GENERAL,IND,Baby Walker,1947,0,1947
Andhra Pradesh,Guntur,NOTA,,,,NOTA,,5972,34,6006
Andhra Pradesh,Narasaraopet,KANNA LAKSHMI NARAYANA,MALE,64,GENERAL,BJP,Lotus,15255,231,15486
Andhra Pradesh,Narasaraopet,PAKKALA SURIBABU,MALE,60,GENERAL,INC,Hand,10977,56,11033
Andhra Pradesh,Narasaraopet,RAYAPATI SAMBASIVARAO,MALE,75,GENERAL,TDP,Bicycle,589344,2211,591555
Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,MALE,35,GENERAL,YSRCP,Ceiling Fan,740509,5048,745557
Andhra Pradesh,Narasaraopet,ALLU VENKATAREDDY,MALE,49,GENERAL,PPOI,FLUTE,2890,4,2894
Andhra Pradesh,Narasaraopet,KANAKAM SRINIVASARAO,MALE,40,GENERAL,NNKP,Plastering Trowel,883,4,887
Andhra Pradesh,Narasaraopet,NAYUB KAMAL SHAIK,MALE,52,GENERAL,JnP,Glass Tumbler,50713,295,51008
Andhra Pradesh,Narasaraopet,SURABHI DEVASAHAYAM,MALE,46,SC,IUML,Ladder,418,0,418
Andhra Pradesh,Narasaraopet,KANTE SAYANNA,MALE,40,GENERAL,IND,Apple,364,1,365
Andhra Pradesh,Narasaraopet,GADDALA VENU,MALE,28,SC,IND,Laptop,619,3,622
Andhra Pradesh,Narasaraopet,DURGAMPUDI RAMIREDDY,MALE,66,GENERAL,IND,Helicopter,2684,1,2685
Andhra Pradesh,Narasaraopet,PARIMI NARASIMHA RAO,MALE,32,GENERAL,IND,Bat,998,2,1000
Andhra Pradesh,Narasaraopet,REDDYBOINA PRASANNA KUMAR,MALE,50,SC,IND,Air Conditioner,1382,1,1383
Andhra Pradesh,Narasaraopet,NOTA,,,,NOTA,,12489,38,12527
Andhra Pradesh,Bapatla,CHALLAGALI KISHORE KUMAR,MALE,43,SC,BJP,Lotus,9842,509,10351
Andhra Pradesh,Bapatla,K. DEVANAND,MALE,64,SC,BSP,Elephant,42262,318,42580
Andhra Pradesh,Bapatla,NANDIGAM SURESH,MALE,42,SC,YSRCP,Ceiling Fan,592250,6007,598257
Andhra Pradesh,Bapatla,MALYADRI SRIRAM,MALE,65,SC,TDP,Bicycle,577403,4789,582192
Andhra Pradesh,Bapatla,J.D. SEELAM,MALE,65,SC,INC,Hand,12941,214,13155
Andhra Pradesh,Bapatla,KUMAR KATTEPOGU,MALE,53,SC,PPOI,FLUTE,877,8,885
Andhra Pradesh,Bapatla,GADDE HARI BABU,MALE,40,SC,NPT,Bat,521,9,530
Andhra Pradesh,Bapatla,CHINA NAGESWARA RAO SADHU,MALE,35,SC,MPP,Telephone,463,3,466
Andhra Pradesh,Bapatla,THUMATI RAVI,MALE,46,SC,AlPP,Cot,368,2,370
Andhra Pradesh,Bapatla,NUTHAKKI RAMA RAO,MALE,71,SC,AINPP,Boat with Man and Sail,600,6,606
Andhra Pradesh,Bapatla,GELLA NAGAMALLI,FEMALE,34,SC,IND,Basket containing Fruits,651,4,655
Andhra Pradesh,Bapatla,GOLLA BABURAO,MALE,46,SC,IND,Stumps,1271,5,1276
Andhra Pradesh,Bapatla,BUSSA NAGARAJU,MALE,29,SC,IND,CCTV Camera,1943,8,1951
Andhra Pradesh,Bapatla,NOTA,,,,NOTA,,13178,40,13218
Andhra Pradesh,Ongole,THOGANTI SREENIVASULU,MALE,44,GENERAL,BJP,Lotus,7587,642,8229
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,MALE,65,GENERAL,YSRCP,Ceiling Fan,729344,9858,739202
Andhra Pradesh,Ongole,SIDDA RAGHAVA RAO,MALE,61,GENERAL,TDP,Bicycle,516287,8064,524351
Andhra Pradesh,Ongole,DR SIRIVELLA PRASAD,MALE,51,GENERAL,INC,Hand,8001,138,8139
Andhra Pradesh,Ongole,KONDA PRAVEEN KUMAR,MALE,45,ST,NPT,Bat,805,6,811
Andhra Pradesh,Ongole,BELLAMKONDA SAIBABU,MALE,49,GENERAL,JnP,Glass Tumbler,29054,325,29379
Andhra Pradesh,Ongole,MARAM SRINIVASA REDDY,MALE,27,GENERAL,PRSHP,Helicopter,3253,5,3258
Andhra Pradesh,Ongole,VENKATESAN BABURAO,MALE,34,GENERAL,IPBP,Trumpet,1068,5,1073
Andhra Pradesh,Ongole,KAVURI VENU BABU NAIDU,MALE,41,GENERAL,IND,Ganna Kisan,564,1,565
Andhra Pradesh,Ongole,BILLA CHENNAIAH,MALE,49,SC,IND,BOX,671,2,673
Andhra Pradesh,Ongole,MADHU YATTAPU,MALE,33,GENERAL,IND,Batsman,1160,0,1160
Andhra Pradesh,Ongole,MOHAN AYYAPPA,MALE,29,GENERAL,IND,Air Conditioner,1451,0,1451
Andhra Pradesh,Ongole,VENKATESH VEPURI,MALE,32,GENERAL,IND,Skipping Rope,3208,4,3212
Andhra Pradesh,Ongole,NOTA,,,,NOTA,,20843,22,20865
Andhra Pradesh,Nandyal,ADINARAYANA INTY,MALE,67,GENERAL,BJP,Lotus,8794,272,9066
Andhra Pradesh,Nandyal,JANGITE LAKSHMI NARASIMHA YADAV,MALE,33,GENERAL,INC,Hand,14313,107,14420
Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,MALE,60,GENERAL,YSRCP,Ceiling Fan,715024,5864,720888
Andhra Pradesh,Nandyal,MANDRA SIVANANDA REDDY,MALE,57,GENERAL,TDP,Bicycle,466869,3900,470769
Andhra Pradesh,Nandyal,D. P. JAMAL BASHA.,MALE,48,GENERAL,AYSRCP,Football Player,3981,108,4089
Andhra Pradesh,Nandyal,PULA. NAGAMADDILETY,MALE,40,SC,ANC,Gramophone,931,6,937
Andhra Pradesh,Nandyal,D. MAHAMMAD RAFI .,MALE,29,GENERAL,BCUF,Television,645,4,649
Andhra Pradesh,Nandyal,RUDDIREDDY RADHAKRISHNA,MALE,38,GENERAL,AIFB,Lion,667,6,673
Andhra Pradesh,Nandyal,S.P.Y. REDDY,MALE,69,GENERAL,JnP,Glass Tumbler,38568,303,38871
Andhra Pradesh,Nandyal,S. A. INDUMATHI,FEMALE,42,SC,IND,Phone Charger,842,5,847
