State Name,PC NAME,CANDIDATES NAME,SEX,AGE,CATEGORY,PARTY NAME,PARTY SYMBOL,GENERAL,POSTAL,TOTAL
Maharashtra,Satara,SHAILENDRA RAMAKANT VEER,MALE,44,GENERAL,IND,Walking Stick,5830,16,5846
Maharashtra,Satara,SAGAR SHARAD BHISE,MALE,31,SC,IND,Whistle,8572,21,8593
Maharashtra,Satara,NOTA,,,,NOTA,,9167,60,9227
Maharashtra,Ratnagiri - sindhudurg,Kishor Sidu Varak,MALE,29,GENERAL,BSP,Elephant,6822,46,6868
Maharashtra,Ratnagiri - sindhudurg,Navinchandra Bhalchandra Bandivadekar,MALE,62,GENERAL,INC,Hand,63013,286,63299
Maharashtra,Ratnagiri - sindhudurg,Vinayak Raut,MALE,65,GENERAL,SHS,Bow and Arrow,456013,2009,458022
Maharashtra,Ratnagiri - sindhudurg,Nilesh Narayan Rane,MALE,38,GENERAL,MSHP,Refrigerator,278626,1074,279700
Maharashtra,Ratnagiri - sindhudurg,Bhikuram Kashiram Palkar,MALE,63,SC,BMUP,Cot,5895,9,5904
Maharashtra,Ratnagiri - sindhudurg,Maruti Ramchandra Joshi,MALE,74,GENERAL,VBA,Whistle,30639,243,30882
Maharashtra,Ratnagiri - sindhudurg,Rajesh Dilipkumar Jadhav,MALE,32,SC,BARESP,Air Conditioner,9563,2,9565
Maharashtra,Ratnagiri - sindhudurg,Adv. Sanjay Sharad Gangnaik,MALE,51,GENERAL,SMFB,Crane,2133,1,2134
Maharashtra,Ratnagiri - sindhudurg,Amberkar Pandharinath Vidyadhar,MALE,39,GENERAL,IND,Gas Cylinder,3252,5,3257
Maharashtra,Ratnagiri - sindhudurg,Narayan Dasharath Gavas,MALE,41,GENERAL,IND,Jackfruit,5629,4,5633
Maharashtra,Ratnagiri - sindhudurg,Nilesh Bhikaji Bhatade,MALE,28,GENERAL,IND,Almirah,17667,1,17668
Maharashtra,Ratnagiri - sindhudurg,Vinayak Lavu Raut,MALE,47,GENERAL,IND,Trumpet,4388,5,4393
Maharashtra,Ratnagiri - sindhudurg,NOTA,,,,NOTA,,13715,62,13777
Maharashtra,Kolhapur,Dundappa Kundappa Shrikant Sir,MALE,68,SC,BSP,Elephant,4965,69,5034
Maharashtra,Kolhapur,Dhananjay Mahadik,MALE,47,GENERAL,NCP,Clock,476820,1697,478517
Maharashtra,Kolhapur,Sanjay Sadashivrao Mandlik,MALE,54,GENERAL,SHS,Bow and Arrow,745675,3410,749085
Maharashtra,Kolhapur,Dr. Aruna Mohan Mali,FEMALE,37,GENERAL,VBA,Cup & Saucer,63251,188,63439
Maharashtra,Kolhapur,Kisan Keraba Katkar,MALE,64,GENERAL,BALP,Plate Containing Food,1899,3,1902
Maharashtra,Kolhapur,Dayanand Maruti Kamble,MALE,37,SC,BARESP,Air Conditioner,1560,10,1570
Maharashtra,Kolhapur,Nagratna Siddharth,MALE,48,SC,BMUP,Cot,1417,4,1421
Maharashtra,Kolhapur,Paresh Dattatray Bhosale,MALE,38,GENERAL,IND,Gas Cylinder,1088,4,1092
Maharashtra,Kolhapur,Bajirao Sadashiv Naik,MALE,39,SC,IND,Helicopter,2051,4,2055
Maharashtra,Kolhapur,Mane Arvind Bhiva,MALE,51,SC,IND,Pen Nib with Seven Rays,2119,3,2122
Maharashtra,Kolhapur,Mulla Mushtak Ajij,MALE,47,GENERAL,IND,Whistle,3386,4,3390
Maharashtra,Kolhapur,Yuvraj Bhimrao Desai,MALE,35,GENERAL,IND,Almirah,1753,5,1758
Maharashtra,Kolhapur,Rajendra Balaso Koli (Galatage),MALE,55,GENERAL,IND,Kettle,2589,8,2597
Maharashtra,Kolhapur,Sandeep Gundopant Sankpal,MALE,38,GENERAL,IND,Ring,5954,1,5955
Maharashtra,Kolhapur,Sandeep Bhairavnath Kogale,MALE,33,SC,IND,Bat,2222,2,2224
Maharashtra,Kolhapur,NOTA,,,,NOTA,,8659,32,8691
Maharashtra,Hatkanangle,Ajay Prakash Kurane,MALE,44,SC,BSP,Elephant,4072,84,4156
Maharashtra,Hatkanangle,Dhairyasheel Sambhajirao Mane,MALE,38,GENERAL,SHS,Bow and Arrow,582776,3000,585776
Maharashtra,Hatkanangle,Aslam Badshahaji Sayyad,MALE,56,GENERAL,VBA,Cup & Saucer,123151,268,123419
Maharashtra,Hatkanangle,Prof. Dr. Prashant Gangawane,MALE,36,SC,BARESP,Air Conditioner,1735,9,1744
Maharashtra,Hatkanangle,Madan Vajir Sardar,MALE,39,SC,BMUP,Cot,1170,11,1181
Maharashtra,Hatkanangle,Raju Mujikrao Shetty,MALE,67,GENERAL,BAHUMP,Whistle,8086,17,8103
Maharashtra,Hatkanangle,Raju Anna Shetti,MALE,51,GENERAL,SWP,Bat,487276,2461,489737
Maharashtra,Hatkanangle,Anandrao Vasantrao Sarnaik (Fouji Bapu),MALE,58,GENERAL,IND,Battery Torch,3300,16,3316
Maharashtra,Hatkanangle,Aitawade Vidyasagar Devappa,MALE,73,GENERAL,IND,Helicopter,1986,5,1991
Maharashtra,Hatkanangle,Kamble Vishwas Ananda,MALE,52,SC,IND,Gas Cylinder,1402,6,1408
Maharashtra,Hatkanangle,Kishor Rajaram Panhalkar,MALE,26,GENERAL,IND,CCTV Camera,1181,3,1184
Maharashtra,Hatkanangle,Dr. Nitin Udal Bhat,MALE,33,GENERAL,IND,COMPUTER,1011,0,1011
Maharashtra,Hatkanangle,Patil Raghunath Ramchandra,MALE,68,GENERAL,IND,Kettle,2819,1,2820
Maharashtra,Hatkanangle,Mahadev Jagannath Jagadale,MALE,35,GENERAL,IND,DIAMOND,3585,2,3587
Maharashtra,Hatkanangle,Vijay Bhagwan Chougule,MALE,42,GENERAL,IND,HOCKEY & BALL,5974,0,5974
Maharashtra,Hatkanangle,Sangramsinh Jaysingrao Gaikwad,MALE,61,GENERAL,IND,Pen Drive,8689,6,8695
Maharashtra,Hatkanangle,Sanjay Ghanshyam Agrawal,MALE,49,GENERAL,IND,Auto- Rickshaw,1000,1,1001
Maharashtra,Hatkanangle,NOTA,,,,NOTA,,7043,65,7108
Manipur,Inner manipur,OINAM NABAKISHORE SINGH,MALE,59,GENERAL,INC,Hand,244972,905,245877
Manipur,Inner manipur,MOIRANGTHEM NARA SINGH,MALE,69,GENERAL,CPI,Ears of Corn And Sickle,133093,720,133813
Manipur,Inner manipur,DR RAJKUMAR RANJAN SINGH,MALE,67,GENERAL,BJP,Lotus,261802,1830,263632
Manipur,Inner manipur,R.K. ANAND,MALE,59,GENERAL,NEINDP,Walking Stick,24938,72,25010
Manipur,Inner manipur,OINAM JUGINDRO SINGH,MALE,68,GENERAL,MPEP,Bicycle,1755,28,1783
Manipur,Inner manipur,DR. G. TONSANA SHARMA,MALE,69,GENERAL,MDPF,Battery Torch,1245,11,1256
Manipur,Inner manipur,SENJAM NANDESHWORE SINGH,MALE,60,GENERAL,RJSNP,Coat,739,8,747
Manipur,Inner manipur,MD. ILIYASH KHAN,MALE,34,GENERAL,IND,Auto- Rickshaw,468,24,492
Manipur,Inner manipur,M. TOTOMSHANA NONGSHABA,MALE,40,GENERAL,IND,Helicopter,960,13,973
Manipur,Inner manipur,RAJKUMAR SOMENDRO SINGH (KAIKU),MALE,40,GENERAL,IND,SHIP,80566,1068,81634
Manipur,Inner manipur,WAHENGBAM PABITRA SINGH,MALE,35,GENERAL,IND,Ganna Kisan,1465,5,1470
Manipur,Inner manipur,NOTA,,,,NOTA,,2570,44,2614
Manipur,Outer manipur,Angam Karung Kom,MALE,63,ST,NCP,Clock,2145,407,2552
Manipur,Outer manipur,K. James,MALE,56,ST,INC,Hand,151103,1407,152510
Manipur,Outer manipur,Thangminlien Kipgen,MALE,64,ST,NPEP,Book,30261,465,30726
Manipur,Outer manipur,Lorho S. Pfoze,MALE,59,ST,NPF,Cock,362707,820,363527
Manipur,Outer manipur,Houlim Shokhopao Mate,MALE,36,ST,BJP,Lotus,287058,2687,289745
Manipur,Outer manipur,Ashang Kasar,MALE,43,ST,NEINDP,Walking Stick,12081,130,12211
Manipur,Outer manipur,Hangkhanpau Taithul,MALE,55,ST,JD(U),Arrow,2879,108,2987
Manipur,Outer manipur,Leikhan Kaipu,MALE,54,ST,IND,Black Board,933,63,996
Manipur,Outer manipur,NOTA,,,,NOTA,,2668,107,2775
Meghalaya,Shillong,JEMINO MAWTHOH,MALE,54,ST,UDP,Drum,267080,176,267256
Meghalaya,Shillong,SANBOR SHULLAI,MALE,52,ST,BJP,Lotus,75786,897,76683
Meghalaya,Shillong,VINCENT H. PALA,MALE,51,ST,INC,Hand,419212,477,419689
Meghalaya,Shillong,ROMEO PHIRA RANI,MALE,51,ST,IND,DIAMOND,4946,15,4961
Meghalaya,Shillong,SAMUEL HASHAH,MALE,32,ST,IND,Football,4582,19,4601
Meghalaya,Shillong,T.H.S. BONNEY,MALE,58,ST,IND,Key,6569,11,6580
Meghalaya,Shillong,NOTA,,,,NOTA,,4398,22,4420
Meghalaya,Tura,AGATHA K. SANGMA,FEMALE,38,ST,NPEP,Book,304185,270,304455
Meghalaya,Tura,DR. MUKUL SANGMA,MALE,53,ST,INC,Hand,240240,185,240425
Meghalaya,Tura,RIKMAN GARREY MOMIN,MALE,55,ST,BJP,Lotus,31394,313,31707
Meghalaya,Tura,NOTA,,,,NOTA,,6451,3,6454
Mizoram,MIZORAM,C LALROSANGA,MALE,62,ST,MNF,Star,223509,777,224286
Mizoram,MIZORAM,NIRUPAM CHAKMA,MALE,59,ST,BJP,Lotus,27989,718,28707
Mizoram,MIZORAM,TBC LALVENCHHUNGA,MALE,36,ST,PRISMP,DIAMOND,13211,112,13323
Mizoram,MIZORAM,LAL HRIATRENGA CHHANGTE,MALE,54,ST,IND,Tyres,12467,208,12675
Mizoram,MIZORAM,LALNGHINGLOVA HMAR,MALE,41,ST,IND,Triangle,215202,944,216146
Mizoram,MIZORAM,LALTHLAMUANI,FEMALE,63,ST,IND,Binoculars,1909,66,1975
Mizoram,MIZORAM,NOTA,,,,NOTA,,2493,16,2509
Nagaland,Nagaland,K L Chishi,MALE,75,ST,INC,Hand,481915,2251,484166
Nagaland,Nagaland,Hayithung Tungoe,MALE,38,ST,NPEP,Book,14219,778,14997
Nagaland,Nagaland,Tokheho Yepthomi,MALE,62,ST,NDPP,Globe,499683,827,500510
Nagaland,Nagaland,Dr. M M Thromwa Konyak,MALE,40,ST,IND,Trumpet,4316,304,4620
Nagaland,Nagaland,NOTA,,,,NOTA,,2009,55,2064
Odisha,Bargarh,Kousika Suna,MALE,41,SC,BSP,Elephant,10980,76,11056
Odisha,Bargarh,Pradeep Kumar Debta,MALE,51,GENERAL,INC,Hand,108898,519,109417
Odisha,Bargarh,Prasanna Acharya,MALE,69,GENERAL,BJD,Conch,516229,1077,517306
Odisha,Bargarh,Suresh Pujari,MALE,59,GENERAL,BJP,Lotus,577074,4171,581245
Odisha,Bargarh,Kulamani Urma,MALE,50,SC,IND,Table,8342,4,8346
Odisha,Bargarh,M D Nizamuddin,MALE,34,GENERAL,IND,Balloon,6370,5,6375
Odisha,Bargarh,NOTA,,,,NOTA,,14127,40,14167
Odisha,Sundargarh,George Tirkey,MALE,60,ST,INC,Hand,267672,546,268218
Odisha,Sundargarh,Jual Oram,MALE,58,ST,BJP,Lotus,498468,1588,500056
Odisha,Sundargarh,Sunita Biswal,FEMALE,39,ST,BJD,Conch,276710,281,276991
Odisha,Sundargarh,Justin Lugun,MALE,43,ST,SUCI(C),Glass Tumbler,9516,8,9524
Odisha,Sundargarh,Dayananda Bhitria,MALE,52,ST,HND,Water Tank,4027,0,4027
Odisha,Sundargarh,Basil Ekka,MALE,50,ST,AAAP,Broom,6605,9,6614
Odisha,Sundargarh,Udit Chandra Amat,MALE,65,ST,IND,Tractor Chalata Kisan,6230,4,6234
Odisha,Sundargarh,Miss Juspin Lakra,FEMALE,48,ST,IND,Saw,14779,11,14790
Odisha,Sundargarh,NOTA,,,,NOTA,,13665,10,13675
Odisha,Sambalpur,NALINI KANTA PRADHAN,MALE,61,GENERAL,BJD,Conch,464063,545,464608
Odisha,Sambalpur,NITESH GANGA DEB,MALE,47,GENERAL,BJP,Lotus,471382,2388,473770
Odisha,Sambalpur,MD. MUSTUKIM,MALE,48,GENERAL,BSP,Elephant,8157,20,8177
Odisha,Sambalpur,SARAT PATTANAYAK,MALE,62,GENERAL,INC,Hand,135672,297,135969
Odisha,Sambalpur,Atma Ram Supkar,MALE,60,GENERAL,PSPL,Key,3787,4,3791
Odisha,Sambalpur,ASHUTOSH KUMAR HANUMAN,MALE,29,GENERAL,BHAPRAP,Ludo,2053,5,2058
Odisha,Sambalpur,NABAKISHORE PRADHAN,MALE,51,GENERAL,SUCI(C),Saw,2709,6,2715
Odisha,Sambalpur,PRABHAT KUMAR DHARUA,MALE,64,ST,GGP,COCONUT FARM,2694,5,2699
Odisha,Sambalpur,BINAY OCEAN,MALE,27,SC,APoI,Coat,6579,2,6581
Odisha,Sambalpur,SANTOSHINI KARNA,FEMALE,45,GENERAL,ANC,Gramophone,5193,4,5197
Odisha,Sambalpur,KANHU CHARAN SANBAD,MALE,65,SC,IND,Helicopter,5432,2,5434
Odisha,Sambalpur,NOTA,,,,NOTA,,13443,13,13456
Odisha,Keonjhar,Ananta Nayak,MALE,49,ST,BJP,Lotus,458064,2092,460156
Odisha,Keonjhar,Chandrani Murmu,FEMALE,25,ST,BJD,Conch,525886,473,526359
Odisha,Keonjhar,Durga Chandra Pingua,MALE,31,ST,BSP,Elephant,9296,12,9308
Odisha,Keonjhar,Mohan Kumar Hembram,MALE,43,ST,INC,Hand,128542,174,128716
Odisha,Keonjhar,Prafulla Nayak,MALE,41,ST,AIFB,Lion,5864,2,5866
Odisha,Keonjhar,Ramesh Laguri,MALE,35,ST,BMUP,Cot,5723,5,5728
Odisha,Keonjhar,Dr. Sudarshan Lohar,MALE,72,ST,RAIM,Whistle,10911,3,10914
Odisha,Keonjhar,Lalmohan Hansda,MALE,63,ST,ABHM,DIAMOND,10036,2,10038
Odisha,Keonjhar,NOTA,,,,NOTA,,19204,3,19207
Odisha,Mayurbhanj,DR DEBASHIS MARNDI,MALE,41,ST,BJD,Conch,457676,880,458556
Odisha,Mayurbhanj,BISHWESWAR TUDU,MALE,54,ST,BJP,Lotus,480253,3559,483812
Odisha,Mayurbhanj,RAMCHANDRA SINGH,MALE,34,ST,BSP,Elephant,10223,17,10240
Odisha,Mayurbhanj,ANJANI SOREN,FEMALE,47,ST,JMM,Bow & Arrow,135265,287,135552
Odisha,Mayurbhanj,BHARAT CHANDRA SINGH,MALE,43,ST,BMUP,Cot,9300,15,9315
Odisha,Mayurbhanj,NANDA KISHORE KISKU,MALE,70,ST,IND,Frock,6879,10,6889
Odisha,Mayurbhanj,PARBATI PURTY,FEMALE,47,ST,IND,Pot,13905,32,13937
Odisha,Mayurbhanj,RABINDRA NATH SINGH,MALE,59,ST,IND,COMPUTER,10675,24,10699
Odisha,Mayurbhanj,NOTA,,,,NOTA,,21336,21,21357
Odisha,Balasore,NAVAJYOTI PATNAIK,MALE,46,GENERAL,INC,Hand,179070,333,179403
Odisha,Balasore,PRATAP CHANDRA SARANGI,MALE,64,GENERAL,BJP,Lotus,481438,2420,483858
Odisha,Balasore,RABINDRA KUMAR JENA,MALE,51,GENERAL,BJD,Conch,470242,660,470902
Odisha,Balasore,HAJI SK ABDUL ISTAR,MALE,51,GENERAL,AITC,Flowers and Grass,3898,2,3900
Odisha,Balasore,MOHAMMED ALLI,MALE,54,GENERAL,ANC,Gramophone,1349,7,1356
Odisha,Balasore,RAMAKANTA PANDA,MALE,39,GENERAL,PUJP,Violin,1241,0,1241
Odisha,Balasore,SUBHASH,MALE,26,GENERAL,PSPL,Key,823,2,825
Odisha,Balasore,JAGANNATH DAS,MALE,44,GENERAL,IND,Bat,813,3,816
Odisha,Balasore,BASANTALATA PATTANAYAK,FEMALE,66,GENERAL,IND,Cup & Saucer,1419,3,1422
Odisha,Balasore,JADUNATH SETHI,MALE,47,SC,IND,Auto- Rickshaw,1675,1,1676
Odisha,Balasore,RAMANATH BARIK,MALE,72,GENERAL,IND,Gas Cylinder,2451,3,2454
Odisha,Balasore,SAROJ KUMAR PANDA,MALE,48,GENERAL,IND,COCONUT FARM,2580,2,2582
Odisha,Balasore,NOTA,,,,NOTA,,7422,14,7436
Odisha,Bhadrak,AVIMANYU SETHI,MALE,49,SC,BJP,Lotus,480874,3380,484254
Odisha,Bhadrak,TILOTTAMA JENA,FEMALE,47,SC,AITC,Flowers and Grass,3317,15,3332
Odisha,Bhadrak,MADHUMITA SETHI,FEMALE,42,SC,INC,Hand,207134,576,207710
Odisha,Bhadrak,MANJULATA MANDAL,FEMALE,42,SC,BJD,Conch,511772,1273,513045
Odisha,Bhadrak,MURALIDHAR JENA,MALE,70,SC,BSP,Elephant,4698,14,4712
Odisha,Bhadrak,KIRTAN BIHARI MALIK,MALE,65,SC,SUCI(C),Saw,1428,2,1430
Odisha,Bhadrak,LAXMIPRIYA JENA,FEMALE,27,SC,KS,Bat,1553,5,1558
Odisha,Bhadrak,PITAMBAR SETHI,MALE,61,SC,IND,DIAMOND,2575,5,2580
Odisha,Bhadrak,NOTA,,,,NOTA,,6524,11,6535
Odisha,Jajpur,AMIYA KANTA MALLICK,MALE,61,SC,BJP,Lotus,438171,4156,442327
Odisha,Jajpur,MANAS JENA,MALE,50,SC,INC,Hand,82834,487,83321
Odisha,Jajpur,SARMISTHA SETHI,FEMALE,45,SC,BJD,Conch,542476,1544,544020
Odisha,Jajpur,TILOTTAMA SETHY,FEMALE,35,SC,PBI,FLUTE,4467,3,4470
Odisha,Jajpur,BHIMA SEN BEHERA,MALE,54,SC,FPI,Hat,1794,7,1801
Odisha,Jajpur,RANJIT MALIK,MALE,50,SC,BMUP,Cot,2041,8,2049
Odisha,Jajpur,SUNAKAR BEHERA,MALE,66,SC,JPJD,Diesel Pump,1982,3,1985
Odisha,Jajpur,SUBASA CHANDRA MALIK,MALE,52,SC,SUCI(C),Glass Tumbler,4934,16,4950
Odisha,Jajpur,NOTA,,,,NOTA,,7149,12,7161
Odisha,Dhenkanal,RAJA KAMAKHYA PRASAD SINGH DEO,MALE,77,GENERAL,INC,Hand,79987,362,80349
Odisha,Dhenkanal,PRADYUMNA KUMAR NAIK,MALE,43,SC,BSP,Elephant,7741,48,7789
Odisha,Dhenkanal,MAHESH SAHOO,MALE,58,SC,BJD,Conch,521954,930,522884
Odisha,Dhenkanal,RUDRA NARAYAN PANY,MALE,59,GENERAL,BJP,Lotus,483978,3494,487472
Odisha,Dhenkanal,PRIYABRATA GARNAIK,MALE,39,GENERAL,HND,Water Tank,6940,6,6946
Odisha,Dhenkanal,BIJAYA KUMAR BEHERA,MALE,48,SC,APoI,Coat,4736,6,4742
Odisha,Dhenkanal,MANASI SWAIN,FEMALE,36,GENERAL,SUCI(C),Saw,3285,10,3295
Odisha,Dhenkanal,RANJAN KUMAR SAHOO,MALE,49,GENERAL,BMFP,BISCUIT,2913,1,2914
Odisha,Dhenkanal,SAROJ KUMAR SATPATHY,MALE,47,GENERAL,skd,Scissors,3874,3,3877
Odisha,Dhenkanal,NOTA,,,,NOTA,,11242,12,11254
Odisha,Bolangir,Kalikesh Narayan Singh Deo,MALE,45,GENERAL,BJD,Conch,478183,387,478570
Odisha,Bolangir,Rana Nag,MALE,66,SC,BSP,Elephant,12191,38,12229
Odisha,Bolangir,Samarendra Mishra,MALE,45,GENERAL,INC,Hand,270712,344,271056
Odisha,Bolangir,Sangeeta Kumari Singh Deo,FEMALE,57,GENERAL,BJP,Lotus,496237,1849,498086
Odisha,Bolangir,DINESH NAG,MALE,49,SC,APoI,Coat,13902,17,13919
Odisha,Bolangir,Suresh Kumar Putel,MALE,43,GENERAL,BMUP,Cot,5258,3,5261
Odisha,Bolangir,Hrudananda Karuan,MALE,39,GENERAL,SUCI(C),Battery Torch,5505,3,5508
Odisha,Bolangir,Dr. Bipin Kusulia,MALE,50,SC,IND,FLUTE,6073,2,6075
Odisha,Bolangir,NOTA,,,,NOTA,,15989,12,16001
Odisha,Kalahandi,PUSPENDRA SINGH DEO,MALE,52,GENERAL,BJD,Conch,405641,619,406260
Odisha,Kalahandi,PREMANANDA BAG,MALE,62,SC,BSP,Elephant,10416,32,10448
Odisha,Kalahandi,BASANTA KUMAR PANDA,MALE,58,GENERAL,BJP,Lotus,429710,3364,433074
Odisha,Kalahandi,BHAKTA CHARAN DAS,MALE,60,SC,INC,Hand,317915,1287,319202
Odisha,Kalahandi,KAMALINI YADAV,FEMALE,43,GENERAL,BMUP,Cot,15833,31,15864
Odisha,Kalahandi,CHHABILAL NIAL,MALE,42,SC,APoI,Coat,12391,18,12409
Odisha,Kalahandi,HATIRAM DURGA,MALE,60,SC,IND,Auto- Rickshaw,9828,8,9836
Odisha,Kalahandi,NOTA,,,,NOTA,,21172,27,21199
Odisha,Nabarangpur,CHANDRADHWAJ MAJHI,MALE,59,ST,BSP,Elephant,28189,716,28905
Odisha,Nabarangpur,PRADEEP KUMAR MAJHI,MALE,43,ST,INC,Hand,349437,1433,350870
Odisha,Nabarangpur,BALABHADRA MAJHI,MALE,57,ST,BJP,Lotus,342510,329,342839
Odisha,Nabarangpur,RAMESH CHANDRA MAJHI,MALE,40,ST,BJD,Conch,392481,23,392504
Odisha,Nabarangpur,NOTA,,,,NOTA,,44580,2,44582
Odisha,Kandhamal,ACHYUTANANDA SAMANTA,MALE,55,GENERAL,BJD,Conch,461154,525,461679
Odisha,Kandhamal,Amir Nayak,MALE,36,GENERAL,BSP,Elephant,7289,25,7314
Odisha,Kandhamal,Manoj Kumar Acharya,MALE,37,GENERAL,INC,Hand,138647,346,138993
Odisha,Kandhamal,Mahameghabahan Aira Kharabela Swain,MALE,66,GENERAL,BJP,Lotus,310883,1580,312463
Odisha,Kandhamal,TUNA MALLICK,MALE,27,ST,CPIM,Saw,8278,5,8283
Odisha,Kandhamal,NOTA,,,,NOTA,,13247,6,13253
Odisha,Cuttack,PANCHANAN KANUNGO,MALE,67,GENERAL,INC,Hand,99742,105,99847
Odisha,Cuttack,PRAKASH MISHRA,MALE,63,GENERAL,BJP,Lotus,401959,1432,403391
Odisha,Cuttack,PRAMOD KUMAR MALLICK,MALE,46,SC,BSP,Elephant,4395,13,4408
Odisha,Cuttack,BHARTRUHARI MAHTAB,MALE,62,GENERAL,BJD,Conch,524117,475,524592
Odisha,Cuttack,AKSHAYA KUMAR KAR,MALE,58,GENERAL,KRUP,Chappals,3822,1,3823
Odisha,Cuttack,BISWAJIT GOSWAMI,MALE,27,GENERAL,KS,Bat,1358,0,1358
Odisha,Cuttack,RAJAKISHORE MALLIK,MALE,52,SC,SUCI(C),Glass Tumbler,2754,2,2756
Odisha,Cuttack,SOMIYA RANJAN DAS,MALE,31,GENERAL,BHAPRAP,Ludo,1404,5,1409
Odisha,Cuttack,ASHOK PRADHAN,MALE,54,GENERAL,IND,Boat with Man and Sail,1355,2,1357
Odisha,Cuttack,BRUNDABAN DAS AZAD,MALE,55,GENERAL,IND,DIAMOND,3414,0,3414
Odisha,Cuttack,SANJAYA KUMAR SAHOO,MALE,34,GENERAL,IND,Whistle,5897,2,5899
Odisha,Cuttack,NOTA,,,,NOTA,,7227,9,7236
Odisha,Kendrapara,Anubhav Mohanty,MALE,37,GENERAL,BJD,Conch,629349,830,630179
Odisha,Kendrapara,DHARANIDHAR NAYAK,MALE,65,GENERAL,INC,Hand,113896,193,114089
Odisha,Kendrapara,BAIJAYANT PANDA,MALE,55,GENERAL,BJP,Lotus,474294,2304,476598
Odisha,Kendrapara,Rabindra Nath Behera,MALE,54,GENERAL,SP,Bicycle,5143,5,5148
Odisha,Kendrapara,Srikanta Samal,MALE,40,GENERAL,KRUP,Chappals,1869,2,1871
Odisha,Kendrapara,Santosh Kumar Das,MALE,36,GENERAL,IND,Air Conditioner,1457,1,1458
Odisha,Kendrapara,SANTOSH KUMAR PATRA,MALE,43,SC,IND,Gas Cylinder,2280,2,2282
Odisha,Kendrapara,NOTA,,,,NOTA,,6585,4,6589
Odisha,Jagatsinghpur,PRATIMA MALLICK,FEMALE,56,SC,INC,Hand,239114,570,239684
Odisha,Jagatsinghpur,BIBHU PRASAD TARAI,MALE,55,SC,BJP,Lotus,346398,1932,348330
Odisha,Jagatsinghpur,BIBHUTI BHUSAN MAJHI,MALE,47,SC,BSP,Elephant,5226,18,5244
Odisha,Jagatsinghpur,RAJASHREE MALLICK,FEMALE,54,SC,BJD,Conch,618955,1030,619985
Odisha,Jagatsinghpur,ANIL KUMAR BEHERA,MALE,29,SC,FPI,Apple,3585,1,3586
Odisha,Jagatsinghpur,JAGANNATH MEGH,MALE,63,SC,JPJD,Diesel Pump,1237,0,1237
Odisha,Jagatsinghpur,DIPAK KUMAR DAS,MALE,32,SC,ABHM,DIAMOND,1503,0,1503
Odisha,Jagatsinghpur,PEEYUUSH DAS,MALE,37,SC,APoI,Coat,1751,0,1751
Odisha,Jagatsinghpur,SASMITA DAS,FEMALE,41,SC,IND,Football,1804,9,1813
Odisha,Jagatsinghpur,NOTA,,,,NOTA,,6042,15,6057
Odisha,Puri,NRUSINGHA CHARAN DAS,MALE,71,GENERAL,BSP,Elephant,6259,24,6283
Odisha,Puri,PINAKI MISRA,MALE,59,GENERAL,BJD,Conch,537782,539,538321
Odisha,Puri,SATYA PRAKASH NAYAK,MALE,51,GENERAL,INC,Hand,44599,135,44734
Odisha,Puri,Dr Sambit Patra,MALE,45,GENERAL,BJP,Lotus,524504,2103,526607
Odisha,Puri,JAYAPRAKASH SETHI,MALE,39,SC,ABHM,DIAMOND,5005,3,5008
Odisha,Puri,Mandakini Sethi,FEMALE,53,SC,CPI(ML)(L),Flag with Three Stars,2648,3,2651
Odisha,Puri,RANJAN MISHRA,MALE,40,GENERAL,CPIM,Saw,2311,1,2312
Odisha,Puri,Sabyasachi Mohapatra,MALE,45,GENERAL,KS,Bat,2485,2,2487
Odisha,Puri,NOTA,,,,NOTA,,7210,7,7217
Odisha,Bhubaneswar,APARAJITA SARANGI,FEMALE,49,GENERAL,BJP,Lotus,485793,1198,486991
Odisha,Bhubaneswar,Arup Mohan Patnaik,MALE,63,GENERAL,BJD,Conch,462911,241,463152
Odisha,Bhubaneswar,JANARDAN PATI,MALE,71,GENERAL,CPIM,"Hammer, Sickle and Star",22993,33,23026
Odisha,Bhubaneswar,SUBHRANSHU SEKHAR PADHI,MALE,43,GENERAL,AITC,Flowers and Grass,2330,14,2344
Odisha,Bhubaneswar,LALITA KUMAR NAYAK,MALE,50,SC,BSP,Elephant,2774,6,2780
Odisha,Bhubaneswar,PRAMILA BEHERA,FEMALE,42,SC,CPIM,Saw,1474,8,1482
Odisha,Bhubaneswar,BISWANATH ROUT,MALE,60,GENERAL,KRUP,Chappals,2814,2,2816
Odisha,Bhubaneswar,BISWANATH RAMACHANDRA,MALE,74,GENERAL,FPI,Hat,1497,0,1497
Odisha,Bhubaneswar,BHAKTA SEKHAR RAY,MALE,39,GENERAL,KS,Bat,1381,1,1382
Odisha,Bhubaneswar,JAYANT KUMAR DAS,MALE,43,GENERAL,IND,Helmet,2360,0,2360
Odisha,Bhubaneswar,MADHU SUDAN YADAV,MALE,69,GENERAL,IND,Scissors,1200,0,1200
Odisha,Bhubaneswar,MAHESH CHANDRA SETHI,MALE,28,GENERAL,IND,CALCULATOR,1491,0,1491
Odisha,Bhubaneswar,SANJAYA KUMAR SAHOO,MALE,34,GENERAL,IND,Whistle,5873,0,5873
Odisha,Bhubaneswar,Susil Kumar Jena,MALE,53,GENERAL,IND,Pot,2665,0,2665
Odisha,Bhubaneswar,NOTA,,,,NOTA,,6148,8,6156
